gene	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	Level1	Level2	Level3	KO	Product	EC	EC2	EC3	Full
gsiA	1	0	0	0	1	0	0	0	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13892	glutathionetransportsystemATP-bindingprotein	NA	NA	NA	gsiA; glutathione transport system ATP-binding protein
gsiA	1	1	1	1	1	1	1	0	0	Environmental information processing	Membrane transport	ABC transporters	K13892	glutathionetransportsystemATP-bindingprotein	NA	NA	NA	gsiA; glutathione transport system ATP-binding protein
gsiA	1	1	1	1	1	1	1	0	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K13892	glutathionetransportsystemATP-bindingprotein	NA	NA	NA	gsiA; glutathione transport system ATP-binding protein
gsiA	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13892	glutathionetransportsystemATP-bindingprotein	NA	NA	NA	gsiA; glutathione transport system ATP-binding protein
gsiA	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13892	glutathionetransportsystemATP-bindingprotein	NA	NA	NA	gsiA; glutathione transport system ATP-binding protein
gsiB	0	0	0	0	0	0	0	1	0	Environmental information processing	Membrane transport	ABC transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	0	0	0	0	0	0	0	1	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	0	0	0	0	0	1	0	0	0	Environmental information processing	Membrane transport	ABC transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	0	0	0	0	0	1	0	0	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13889	glutathionetransportsystemsubstrate-bindingprotein	NA	NA	NA	gsiB; glutathione transport system substrate-binding protein
gsiC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	0	0	0	0	0	1	0	1	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	0	0	0	0	0	1	0	1	0	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	0	1	0	0	0	0	0	1	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	0	1	0	0	0	0	0	1	0	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	0	0	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	0	0	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiC	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13890	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiC; glutathione transport system permease protein
gsiD	1	1	0	1	1	1	0	1	1	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	0	1	1	1	0	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	0	1	1	0	0	0	0	0	0	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	0	1	1	0	0	0	0	0	0	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gsiD	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K13891	glutathionetransportsystempermeaseprotein	NA	NA	NA	gsiD; glutathione transport system permease protein
gtaB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtaB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtaB	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtaB	0	1	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtaB	1	1	1	1	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtf1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtf1	0	1	1	0	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtf1	0	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtf2	0	1	1	0	0	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gtf2	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaA	1	0	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaB1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaB1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaD	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaD	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
guaD	1	1	1	1	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
gudD	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	K01706	glucaratedehydratase	4.2.1.40	NA	NA	gudD; glucarate dehydratase [EC:4.2.1.40]
gumI	0	1	0	0	0	0	0	0	0	Protein families: metabolisms	Enzymes	Glycosyltransferases	K13658	beta-1,4-mannosyltransferase	2.4.1.251	NA	NA	gumI; beta-1,4-mannosyltransferase [EC:2.4.1.251]
gutB	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gutB	1	0	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
gylR	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	0	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	0	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02469	DNAgyrasesubunitA	5.99.1.3	NA	NA	gyrA; DNA gyrase subunit A [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA replication proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
gyrB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K02470	DNAgyrasesubunitB	5.99.1.3	NA	NA	gyrB; DNA gyrase subunit B [EC:5.99.1.3]
haeIIIM	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
haeIIIM	0	0	0	0	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
haeIIIM	0	0	0	0	1	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hbd	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
hbd	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hbd	0	1	1	1	1	0	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
hbpA	0	0	1	0	1	0	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hbpA	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
hcaR	1	0	0	1	1	0	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K05817	LysRfamilytranscriptionalregulator,hcaoperontranscriptionalactivator	NA	NA	NA	hcaR; LysR family transcriptional regulator, hca operon transcriptional activator
hcaR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K05817	LysRfamilytranscriptionalregulator,hcaoperontranscriptionalactivator	NA	NA	NA	hcaR; LysR family transcriptional regulator, hca operon transcriptional activator
hcaR	1	1	1	0	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K05817	LysRfamilytranscriptionalregulator,hcaoperontranscriptionalactivator	NA	NA	NA	hcaR; LysR family transcriptional regulator, hca operon transcriptional activator
hchA	1	0	0	0	1	0	0	0	1	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K05523	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124	NA	hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
hchA	1	0	0	0	1	0	0	0	1	Protein families: metabolisms	Enzymes	Peptidases	K05523	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124	NA	hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
hchA	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K05523	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124	NA	hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
hchA	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Peptidases	K05523	D-lactatedehydratase/proteindeglycase	4.2.1.130	3.5.1.124	NA	hchA; D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
hddA	1	1	1	1	1	1	1	1	1	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	K07031	D-glycero-alpha-D-manno-heptose-7-phosphatekinase	2.7.1.168	NA	NA	hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
hddC	1	1	1	1	1	1	1	1	1	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis	K15669	D-glycero-alpha-D-manno-heptose1-phosphateguanylyltransferase	2.7.7.71	NA	NA	hddC; D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]
hdl IVa	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hdl IVa	0	1	0	0	0	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hdpA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hdpA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
helD	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K03658	DNAhelicaseIV	3.6.4.12	NA	NA	helD; DNA helicase IV [EC:3.6.4.12]
helD	0	0	1	0	1	0	1	0	0	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K03658	DNAhelicaseIV	3.6.4.12	NA	NA	helD; DNA helicase IV [EC:3.6.4.12]
helD	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K03658	DNAhelicaseIV	3.6.4.12	NA	NA	helD; DNA helicase IV [EC:3.6.4.12]
helD	1	0	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K03658	DNAhelicaseIV	3.6.4.12	NA	NA	helD; DNA helicase IV [EC:3.6.4.12]
helD	0	0	0	0	0	0	1	0	0	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K03658	DNAhelicaseIV	3.6.4.12	NA	NA	helD; DNA helicase IV [EC:3.6.4.12]
helY	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03727	ATP-dependentRNAhelicaseHelY	3.6.4.-	NA	NA	helY; ATP-dependent RNA helicase HelY [EC:3.6.4.-]
helY	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03727	ATP-dependentRNAhelicaseHelY	3.6.4.-	NA	NA	helY; ATP-dependent RNA helicase HelY [EC:3.6.4.-]
helY	1	1	1	1	1	1	0	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03727	ATP-dependentRNAhelicaseHelY	3.6.4.-	NA	NA	helY; ATP-dependent RNA helicase HelY [EC:3.6.4.-]
helY	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03727	ATP-dependentRNAhelicaseHelY	3.6.4.-	NA	NA	helY; ATP-dependent RNA helicase HelY [EC:3.6.4.-]
hemA	1	1	1	1	1	1	1	1	0	Metabolism	Metabolism of cofactors and vitamins	Porphrin and chlorophyll metabolism	K02492	glutamyl-tRNAreductase	1.2.1.70	NA	NA	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]
hemA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Porphrin and chlorophyll metabolism	K02492	glutamyl-tRNAreductase	1.2.1.70	NA	NA	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]
hemA	0	0	0	0	0	1	0	0	0	Metabolism	Metabolism of cofactors and vitamins	Porphrin and chlorophyll metabolism	K02492	glutamyl-tRNAreductase	1.2.1.70	NA	NA	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]
hemA	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Porphrin and chlorophyll metabolism	K02492	glutamyl-tRNAreductase	1.2.1.70	NA	NA	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]
hemB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemE	1	1	1	1	0	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemE	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemE	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemH	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemH	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemH	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemH	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemL	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Porphrin and chlorophyll metabolism	K01845	glutamate-1-semialdehyde2,1-aminomutase	5.4.3.8	NA	NA	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
hemL	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Amino acid related enzymes	K01845	glutamate-1-semialdehyde2,1-aminomutase	5.4.3.8	NA	NA	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
hemL	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Porphrin and chlorophyll metabolism	K01845	glutamate-1-semialdehyde2,1-aminomutase	5.4.3.8	NA	NA	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
hemL	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Amino acid related enzymes	K01845	glutamate-1-semialdehyde2,1-aminomutase	5.4.3.8	NA	NA	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
hemL1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemL2	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemN	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemN	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemN	1	1	1	1	1	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hemY	1	1	1	1	1	1	1	1	0	Not included in pathway or Brite	Unclassified: metabolism	Cofactor metabolism	K02498	HemYprotein	NA	NA	NA	hemY; HemY protein
hemY	1	1	1	1	0	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Cofactor metabolism	K02498	HemYprotein	NA	NA	NA	hemY; HemY protein
hemY	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Cofactor metabolism	K02498	HemYprotein	NA	NA	NA	hemY; HemY protein
hepA	0	0	0	0	0	0	1	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K19050	heparinlyase	4.2.2.7	NA	NA	hepA; heparin lyase [EC:4.2.2.7]
hepA	0	0	0	0	0	0	1	0	0	Protein families: genetic information processing	Enzymes	Transcription machinery	K03580	ATP-dependenthelicaseHepA	3.6.4.-	NA	NA	hepA; ATP-dependent helicase HepA [EC:3.6.4.-]
hepA	0	0	0	0	0	0	1	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K19050	heparinlyase	4.2.2.7	NA	NA	hepA; heparin lyase [EC:4.2.2.7]
hepA	0	0	0	0	0	0	1	0	0	Protein families: genetic information processing	Enzymes	Transcription machinery	K03580	ATP-dependenthelicaseHepA	3.6.4.-	NA	NA	hepA; ATP-dependent helicase HepA [EC:3.6.4.-]
hepT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hepT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
hepT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
