Gene	genome	locus_tag	ftype	bp	EC.x	COG	KO	product
ade	Brevi_900_6.fa	LDOPIMGM_03531	CDS	1506	3.5.4.2		K01486	Adenine deaminase
hsdR	Brevi_738_8.fa	MCCDGJGB_02601	CDS	2934	3.1.21.3		K01153	Type-1 restriction enzyme R protein
mcrA	Brevi_JB5.fa	ADMANBBD_02336	CDS	627	1.5.3.-		K00399	Mitomycin radical oxidase
ssuE	SEQ_341_10	FAGDNHIP_01283	CDS	540	1.5.1.38	COG0431	K00299	FMN reductase (NADPH)
ssuE	SEQ_341_10	FAGDNHIP_01283	CDS	540	1.5.1.38	COG0431	K00299	FMN reductase (NADPH)
fabG	Brevi_862_7.fa	GGCDANDK_00816	CDS	804	1.1.1.100		K00059	3-oxoacyl-[acyl-carrier-protein] reductase FabG
fabG	Brevi_862_7.fa	GGCDANDK_00816	CDS	804	1.1.1.100		K00059	3-oxoacyl-[acyl-carrier-protein] reductase FabG
fabG	Brevi_862_7.fa	GGCDANDK_00816	CDS	804	1.1.1.100		K00059	3-oxoacyl-[acyl-carrier-protein] reductase FabG
fabG	Brevi_862_7.fa	GGCDANDK_00816	CDS	804	1.1.1.100		K00059	3-oxoacyl-[acyl-carrier-protein] reductase FabG
fabG	Brevi_862_7.fa	GGCDANDK_00816	CDS	804	1.1.1.100		K00059	3-oxoacyl-[acyl-carrier-protein] reductase FabG
adh	Brevi_738_8.fa	MCCDGJGB_00909	CDS	1053	1.1.1.1		K13952	Alcohol dehydrogenase
arsA	Brevi_962_8.fa	AGDBFNGI_00335	CDS	984	3.6.3.16		K01551	Arsenical pump-driving ATPase
arsD	SEQ_908_10	MOFHFCGN_02190	CDS	348			K01551	Arsenical resistance operon trans-acting repressor ArsD
atsA	Brachy_862_8.fa	FOMIDEFL_03139	CDS	1470	3.1.6.1	COG3119	K12374	Arylsulfatase
crr	SEQ_BC9	EPECHOLL_01155	CDS	501			K07753	PTS system glucose-specific EIIA component
czcO	Brevi_900_6.fa	LDOPIMGM_02969	CDS	1239	1.-.-.-	COG2072	K07222	putative oxidoreductase CzcO
fas6	SEQ_947_12	IFGBOHMA_02547	CDS	237	3.2.2.-		K06966 	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
ftsK	Brevi_962_8.fa	AGDBFNGI_01627	CDS	2778		COG1674	K10418	DNA translocase FtsK
gatC	Brachy_738_10.fa	JOIMIODL_00843	CDS	306	6.3.5.-	COG0721	K02435	Glutamyl-tRNA(Gln) amidotransferase subunit C
lip	SEQ_908_10	MOFHFCGN_02587	CDS	2262	3.1.1.3	COG1075	K13618 	Lipase
mco	SEQ_908_10	MOFHFCGN_01573	CDS	1389	1.-.-.-		K19791	Multicopper oxidase mco
moxC	Brachy_962_10.fa	MCMEOHNO_00750	CDS	1086	1.14.-.-	COG2141	K20938	Putative monooxygenase MoxC
paeR7IM	Brachy_341_9.fa	HAJKDPKL_00532	CDS	3549	2.1.1.72		K15336	Modification methylase PaeR7I
puuC	Brevi_JB5.fa	ADMANBBD_00333	CDS	1512	1.2.1.5	COG1012	K09472	NADP/NAD-dependent aldehyde dehydrogenase PuuC
repD	SEQ_862_5	HGOKLDLI_02804	CDS	933			K10844	Replication initiation protein
rpe	Brachy_900_8.fa	LJFCBDKD_02053	CDS	687	5.1.3.1	COG0036	K01783	Ribulose-phosphate 3-epimerase
sceD	SEQ_738_7	BGMKIKPO_00793	CDS	726	3.2.-.-		K08235	putative transglycosylase SceD
sdpR	SEQ_738_7	BGMKIKPO_00054	CDS	315		COG0640	K03892	Transcriptional repressor SdpR
sraP	SEQ_908_10	MOFHFCGN_02564	CDS	420			K21411	Serine-rich adhesin for platelets
ttgW	Brevi_876_7.fa	IHGJPHMH_00094	CDS	768			K03577	putative HTH-type transcriptional regulator TtgW
ulaA	Brachy_738_10.fa	JOIMIODL_00310	CDS	1629		COG3037	K03475 	Ascorbate-specific PTS system EIIC component
ulaB	SEQ_908_10	MOFHFCGN_02502	CDS	279	2.7.1.194		K03475 	Ascorbate-specific PTS system EIIB component
ulaC	SEQ_900_4	LKFOIOBI_00161	CDS	441		COG1762	K03475 	Ascorbate-specific PTS system EIIA component
ydaG	SEQ_908_10	MOFHFCGN_01616	CDS	426		COG3871	K18881	General stress protein 26
yvbW	Brachy_908_11.fa	DPNJBGPE_03276	CDS	984		COG1113	K03293	putative amino acid permease YvbW
cysL	Brevi_876_7.fa	IHGJPHMH_00363	CDS	933		COG0583	K21900	HTH-type transcriptional regulator CysL
cypD	Brevi_908_7.fa	EBMLHIBA_03671	CDS	594	1.3.99.36		K21818	Cypemycin cysteine dehydrogenase (decarboxylating)
rclA	SEQ_738_7	BGMKIKPO_01194	CDS	1323		COG1249	K21739	putative pyridine nucleotide-disulfide oxidoreductase RclA
btr	SEQ_962_6	PIPEENFB_02537	CDS	885		COG0614	K21701	HTH-type transcriptional activator Btr
tarF	SEQ_908_10	MOFHFCGN_00505	CDS	1692	2.7.8.45	COG1887	K21591	Teichoic acid glycerol-phosphate transferase
radD	Brachy_341_9.fa	HAJKDPKL_01087	CDS	1656	3.6.4.12	COG1061	K19789	Putative DNA repair helicase RadD
exuR	SEQ_962_6	PIPEENFB_01991	CDS	945		COG1609	K19775	putative HTH-type transcriptional repressor ExuR
epsJ	SEQ_962_6	PIPEENFB_01065	CDS	1002	2.4.-.-	COG0463	K19427	putative glycosyltransferase EpsJ
tarL	SEQ_962_6	PIPEENFB_01247	CDS	1689	2.7.8.14	COG1887	K18704	Teichoic acid ribitol-phosphate polymerase TarL
arsC	SEQ_862_5	HGOKLDLI_00476	CDS	396	1.20.4.4		K18701	Arsenate reductase
budC	Brevi_862_7.fa	GGCDANDK_01758	CDS	804	1.1.1.76		K18009	L-2,3-butanediol dehydrogenase
pglJ	SEQ_908_10	MOFHFCGN_02909	CDS	732	2.4.1.291	COG0438	K17248	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
araQ	Brachy_JB7.fa	NGPGJBKC_02679	CDS	879		COG0395	K17236	L-arabinose transport system permease protein AraQ
araQ	Brachy_JB7.fa	NGPGJBKC_02679	CDS	879		COG0395	K17236	L-arabinose transport system permease protein AraQ
araP	Brachy_947_11.fa	DNNBHHGK_01157	CDS	1173		COG1175	K17235	L-arabinose transport system permease protein AraP
araP	Brachy_947_11.fa	DNNBHHGK_01157	CDS	1173		COG1175	K17235	L-arabinose transport system permease protein AraP
fdm	Brachy_341_9.fa	HAJKDPKL_00661	CDS	1194	1.2.98.1		K17068	Formaldehyde dismutase
fdm	Brachy_341_9.fa	HAJKDPKL_00661	CDS	1194	1.2.98.1		K17068	Formaldehyde dismutase
malI	Brachy_908_11.fa	DPNJBGPE_03272	CDS	1005		COG1609	K16136	Maltose regulon regulatory protein MalI
mlc	Brachy_876_9.fa	AGBMBALL_02021	CDS	1386		COG1940	K15545	Protein mlc
gsiB	Brachy_900_8.fa	LJFCBDKD_00512	CDS	1788		COG0747	K13889	Glutathione-binding protein GsiB
gsiB	Brachy_900_8.fa	LJFCBDKD_00512	CDS	1788		COG0747	K13889	Glutathione-binding protein GsiB
gbsB	SEQ_908_10	MOFHFCGN_02819	CDS	1155	1.1.1.1	COG1454	K11440	Alcohol dehydrogenase
oppF	SEQ_862_5	HGOKLDLI_00436	CDS	945		COG4608	K10823	Oligopeptide transport ATP-binding protein OppF
oppF	SEQ_862_5	HGOKLDLI_00436	CDS	945		COG4608	K10823	Oligopeptide transport ATP-binding protein OppF
oppF	SEQ_862_5	HGOKLDLI_00436	CDS	945		COG4608	K10823	Oligopeptide transport ATP-binding protein OppF
oppF	SEQ_862_5	HGOKLDLI_00436	CDS	945		COG4608	K10823	Oligopeptide transport ATP-binding protein OppF
glnP	Brachy_908_11.fa	DPNJBGPE_01560	CDS	867		COG0765	K10037	putative glutamine ABC transporter permease protein GlnP
glnP	Brachy_908_11.fa	DPNJBGPE_01560	CDS	867		COG0765	K10037	putative glutamine ABC transporter permease protein GlnP
purR	SEQ_900_4	LKFOIOBI_02471	CDS	825		COG0503	K09685	Pur operon repressor
lytM	Brachy_341_9.fa	HAJKDPKL_02985	CDS	645	3.4.24.75	COG0739	K08259	Glycyl-glycine endopeptidase LytM
lytM	Brachy_341_9.fa	HAJKDPKL_02985	CDS	645	3.4.24.75	COG0739	K08259	Glycyl-glycine endopeptidase LytM
hxlB	SEQ_947_12	IFGBOHMA_00991	CDS	549	5.3.1.27	COG0794	K08094	3-hexulose-6-phosphate isomerase
hxlB	SEQ_947_12	IFGBOHMA_00991	CDS	549	5.3.1.27	COG0794	K08094	3-hexulose-6-phosphate isomerase
desK	Brachy_862_8.fa	FOMIDEFL_00020	CDS	1170	2.7.13.3	COG4585	K07778	Sensor histidine kinase DesK
desK	Brachy_862_8.fa	FOMIDEFL_00020	CDS	1170	2.7.13.3	COG4585	K07778	Sensor histidine kinase DesK
desK	Brachy_862_8.fa	FOMIDEFL_00020	CDS	1170	2.7.13.3	COG4585	K07778	Sensor histidine kinase DesK
dcuR	Brevi_908_7.fa	EBMLHIBA_03262	CDS	714		COG4565	K07703	Transcriptional regulatory protein DcuR
dcuR	Brevi_908_7.fa	EBMLHIBA_03262	CDS	714		COG4565	K07703	Transcriptional regulatory protein DcuR
desR	Brachy_341_9.fa	HAJKDPKL_01484	CDS	642		COG2197	K07693	Transcriptional regulatory protein DesR
desR	Brachy_341_9.fa	HAJKDPKL_01484	CDS	642		COG2197	K07693	Transcriptional regulatory protein DesR
fitB	Brevi_862_7.fa	GGCDANDK_00360	CDS	426	3.1.-.-		K07062	Toxin FitB
xerD	Brevi_862_7.fa	GGCDANDK_03736	CDS	1026		COG4974	K04763	Tyrosine recombinase XerD
arsB	SEQ_341_10	FAGDNHIP_01661	CDS	1293		COG1055	K03893	Arsenical pump membrane protein
proP	Brachy_738_10.fa	JOIMIODL_01671	CDS	1476			K03762	Proline/betaine transporter
xerC	Brevi_738_8.fa	MCCDGJGB_02446	CDS	1101		COG4974	K03733	Tyrosine recombinase XerC
purR	SEQ_900_4	LKFOIOBI_02471	CDS	825		COG0503	K03604	Pur operon repressor
hemA	SEQ_876_5	IGOCDMGC_00876	CDS	1332	1.2.1.70	COG0373	K02492	Glutamyl-tRNA reductase
rpiB	SEQ_341_10	FAGDNHIP_00259	CDS	447	5.3.1.6	COG0698	K01808	Ribose-5-P isomerase B
rpiB	SEQ_341_10	FAGDNHIP_00259	CDS	447	5.3.1.6	COG0698	K01808	Ribose-5-P isomerase B
rpiB	SEQ_341_10	FAGDNHIP_00259	CDS	447	5.3.1.6	COG0698	K01808	Ribose-5-P isomerase B
phrB	SEQ_908_10	MOFHFCGN_01617	CDS	1377	4.1.99.3	COG0415	K01669	Deoxyribodipyrimidine photo-lyase
iaaM	Brevi_908_7.fa	EBMLHIBA_03674	CDS	1857	1.13.12.3		K00466	Tryptophan 2-monooxygenase
gldA	SEQ_341_10	FAGDNHIP_02600	CDS	1101	1.1.1.6		K00005	Glycerol dehydrogenase
gldA	SEQ_341_10	FAGDNHIP_02600	CDS	1101	1.1.1.6		K00005	Glycerol dehydrogenase
aam	Brevi_341_13.fa	AGEJDLBK_01914	CDS	1518	3.5.1.13	COG0154	K01426	Acylamidase
acr1	Brachy_908_11.fa	DPNJBGPE_00679	CDS	849	1.2.1.-	COG3320	K13356 	Fatty acyl-CoA reductase
aglB	Brachy_947_11.fa	DNNBHHGK_03387	CDS	1386	3.2.1.122	COG1486	K01232	6-phospho-alpha-glucosidase
aiiA	Brevi_947_7.fa	IOFEINNK_02831	CDS	927	3.1.1.81		K13075	N-acyl homoserine lactonase
bmrA	SEQ_908_10	MOFHFCGN_01014	CDS	1566	3.6.3.-	COG1132	K18104	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
cap8A	SEQ_947_12	IFGBOHMA_02602	CDS	666		COG3944	K19420	Capsular polysaccharide type 8 biosynthesis protein cap8A
cnrH	Brevi_947_7.fa	IOFEINNK_00201	CDS	1245			K03088	RNA polymerase sigma factor CnrH
cotA	Brevi_947_7.fa	IOFEINNK_00318	CDS	1515		COG2132	K06324	Spore coat protein A
crnA	Brachy_962_10.fa	MCMEOHNO_03379	CDS	753	3.5.2.10		K01470	Creatinine amidohydrolase
eccC	Brevi_947_7.fa	IOFEINNK_03722	CDS	3789		COG1674	K03466 	ESX secretion system protein EccC
epsD	SEQ_947_12	IFGBOHMA_02250	CDS	1155	2.4.-.-		K02453	Putative glycosyltransferase EpsD
ethR	Brevi_947_7.fa	IOFEINNK_03159	CDS	492			K21961	HTH-type transcriptional regulator EthR
exoI	Brachy_947_11.fa	DNNBHHGK_03393	CDS	1536	3.2.1.52	COG3525	K12373	Beta-hexosaminidase
fabG1	Brachy_947_11.fa	DNNBHHGK_01620	CDS	726	1.1.1.100		K19336	3-oxoacyl-[acyl-carrier-protein] reductase FabG1
fepB	Brevi_947_7.fa	IOFEINNK_01006	CDS	999		COG4592	K02016	Ferrienterobactin-binding periplasmic protein
fepD	Brachy_341_9.fa	HAJKDPKL_02536	CDS	1104		COG0609	K02016	Ferric enterobactin transport system permease protein FepD
fepG	Brachy_862_8.fa	FOMIDEFL_00518	CDS	1113		COG4779	K02016	Ferric enterobactin transport system permease protein FepG
gatA	Brevi_908_7.fa	EBMLHIBA_00055	CDS	1725	6.3.5.7	COG0154	K02433	Glutamyl-tRNA(Gln) amidotransferase subunit A
glcB	SEQ_947_12	IFGBOHMA_00316	CDS	375		COG2190	K02790	PTS system glucoside-specific EIICBA component
glcR	Brachy_341_9.fa	HAJKDPKL_01650	CDS	807		COG1349	K02430	HTH-type transcriptional repressor GlcR
gtaB	Brevi_876_7.fa	IHGJPHMH_00553	CDS	903	2.7.7.9	COG1210	K00963	UTP--glucose-1-phosphate uridylyltransferase
helD	Brachy_908_11.fa	DPNJBGPE_02551	CDS	2277	3.6.4.12	COG3973	K10884	DNA helicase IV
hepA	Brachy_947_11.fa	DNNBHHGK_00509	CDS	1758		COG1132	K06148	Heterocyst differentiation ATP-binding protein HepA
hldE	Brachy_947_11.fa	DNNBHHGK_03389	CDS	996	2.7.7.70		K03272	Bifunctional protein HldE
hmgA	Brevi_947_7.fa	IOFEINNK_03074	CDS	1206	1.13.11.5	COG3508	K00451	Homogentisate 1,2-dioxygenase
ilvX	Brevi_JB5.fa	ADMANBBD_03535	CDS	1647	2.2.1.6	COG0028	K01652	Putative acetolactate synthase large subunit IlvX
laaA	Brevi_947_7.fa	IOFEINNK_03086	CDS	912	3.5.1.101		K18457	L-amino acid amidase
lacF	Brachy_341_9.fa	HAJKDPKL_02910	CDS	918			K18457	Lactose transport system permease protein LacF
mbtI	Brevi_962_8.fa	AGDBFNGI_01177	CDS	1407	5.4.99.5	COG0147	K21483	Salicylate synthase
mbtI	Brachy_876_9.fa	AGBMBALL_00177	CDS	1194	2.1.-.-		K11941	Glucans biosynthesis protein C
mngB	Brachy_862_8.fa	FOMIDEFL_03487	CDS	3261	3.2.1.170	COG0383	K15524	Mannosylglycerate hydrolase
mta	Brevi_JB5.fa	ADMANBBD_02937	CDS	741		COG0789	K21089	HTH-type transcriptional activator mta
oprF	Brachy_947_11.fa	DNNBHHGK_02288	CDS	1539		COG2885	K07275	Outer membrane porin F
otcC	Brevi_947_7.fa	IOFEINNK_03612	CDS	1446	1.14.13.38		K05712	Anhydrotetracycline monooxygenase
pbuE	SEQ_738_7	BGMKIKPO_01235	CDS	1164		COG2814	K18567	Purine efflux pump PbuE
pcaU	Brevi_947_7.fa	IOFEINNK_02532	CDS	702		COG1414	K10973	Pca operon regulatory protein
rbsK	Brevi_947_7.fa	IOFEINNK_00621	CDS	864	2.7.1.15	COG0524	K00852	Ribokinase
rhaR	Brevi_738_8.fa	MCCDGJGB_03563	CDS	924			K21089	HTH-type transcriptional activator RhaR
ripA	Brachy_862_8.fa	FOMIDEFL_02350	CDS	786		COG2207	K21089	HTH-type transcriptional regulator RipA
srkA	Brevi_947_7.fa	IOFEINNK_03678	CDS	795	2.7.11.1		K08835	Stress response kinase A
tetA	Brevi_947_7.fa	IOFEINNK_02389	CDS	1419			K08151	Tetracycline resistance protein, class C
thcB	Brevi_947_7.fa	IOFEINNK_03071	CDS	2334	1.14.-.-		K00327 	Cytochrome P450 116
thrB	Brevi_947_7.fa	IOFEINNK_01774	CDS	909	2.7.1.39	COG0083	K00872	Homoserine kinase
virC1	Brevi_947_7.fa	IOFEINNK_03062	CDS	639			K03496	Protein virC1
viuB	Brachy_876_9.fa	AGBMBALL_03444	CDS	987		COG2375	K07229	Vibriobactin utilization protein ViuB
wfgD	SEQ_947_12	IFGBOHMA_02245	CDS	789	2.4.1.305		K21363	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
xecD	Brevi_947_7.fa	IOFEINNK_03078	CDS	801	1.1.1.268		K18009	2-(R)-hydroxypropyl-CoM dehydrogenase
yokF	Brachy_908_11.fa	DPNJBGPE_03333	CDS	432	3.1.-.-	COG1525	K01174	SPBc2 prophage-derived endonuclease YokF
yycE	Brevi_947_7.fa	IOFEINNK_00333	CDS	267			K01759	putative protein YycE
vldH	SEQ_947_12	IFGBOHMA_01882	CDS	645	3.1.3.101		K20437	Validoxylamine A 7'-phosphate phosphatase
nosF	SEQ_BC9	EPECHOLL_01827	CDS	897		COG1131	K19340	putative ABC transporter ATP-binding protein NosF
ntdC	Brevi_341_13.fa	AGEJDLBK_02866	CDS	1101	1.1.1.361	COG0673	K18652	Glucose-6-phosphate 3-dehydrogenase
glgM	Brachy_738_10.fa	JOIMIODL_01633	CDS	1224	2.4.1.342	COG0438	K16148	Alpha-maltose-1-phosphate synthase
nikB	SEQ_908_10	MOFHFCGN_02103	CDS	978		COG0601	K15585	Nickel transport system permease protein NikB
pimB	Brevi_962_8.fa	AGDBFNGI_02998	CDS	1374	2.4.1.346	COG0438	K13668	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
wbpA	SEQ_876_5	IGOCDMGC_00548	CDS	1275	1.1.1.136	COG0677	K13015	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
dppA	Brevi_862_7.fa	GGCDANDK_01168	CDS	1503		COG0747	K12368	Periplasmic dipeptide transport protein
dppA	Brevi_862_7.fa	GGCDANDK_01168	CDS	1503		COG0747	K12368	Periplasmic dipeptide transport protein
liaR	Brevi_738_8.fa	MCCDGJGB_02716	CDS	801		COG2197	K11618	Transcriptional regulatory protein LiaR
liaS	Brevi_JB5.fa	ADMANBBD_01756	CDS	1263	2.7.13.3	COG4585	K11617	Sensor histidine kinase LiaS
glnQ	Brevi_900_6.fa	LDOPIMGM_00669	CDS	804			K10038	Glutamine transport ATP-binding protein GlnQ
narL	Brachy_908_11.fa	DPNJBGPE_00010	CDS	630		COG2197	K07684	putative transcriptional regulatory protein NarL
kstD	Brevi_947_7.fa	IOFEINNK_03080	CDS	1407	1.3.99.4		K05898	3-oxosteroid 1-dehydrogenase
fliY	Brachy_862_8.fa	FOMIDEFL_01293	CDS	999		COG0834	K02424	L-cystine-binding protein FliY
bioC	Brevi_862_7.fa	GGCDANDK_01354	CDS	840	2.1.1.197		K02169	Malonyl-[acyl-carrier protein] O-methyltransferase
mcrB	SEQ_738_7	BGMKIKPO_02969	CDS	2148	3.1.21.-	COG1401	K00401	5-methylcytosine-specific restriction enzyme B
rbtD	Brevi_947_7.fa	IOFEINNK_02839	CDS	483	1.1.1.56		K00039	Ribitol 2-dehydrogenase
arnB	SEQ_962_6	PIPEENFB_00729	CDS	1215	2.6.1.87	COG0399	K07806	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
dag	Brevi_962_8.fa	AGDBFNGI_02051	CDS	1587	3.5.1.82		K06015	N-acyl-D-glutamate deacylase
dnaK	Brachy_900_8.fa	LJFCBDKD_03285	CDS	1866		COG0443	K04043	Chaperone protein DnaK
hbd	Brevi_962_8.fa	AGDBFNGI_03414	CDS	894	1.1.1.157	COG1250	K00074	3-hydroxybutyryl-CoA dehydrogenase
Int-Tn	Brachy_738_10.fa	JOIMIODL_03231	CDS	1179			K14059	Transposase from transposon Tn916
kanF	Brevi_962_8.fa	AGDBFNGI_03331	CDS	4707	2.4.1.284		K12989	2-deoxystreptamine glucosyltransferase
kfoC	Brachy_341_9.fa	HAJKDPKL_01400	CDS	969			K20444	Chondroitin synthase
merR1	Brevi_341_13.fa	AGEJDLBK_03003	CDS	369			K08365	Mercuric resistance operon regulatory protein
psdht	Brevi_738_8.fa	MCCDGJGB_00712	CDS	1011	4.2.1.-		K01754	Phenylserine dehydratase
pyrB	Brachy_908_11.fa	DPNJBGPE_00080	CDS	957	2.1.3.2	COG0540	K00609	Aspartate carbamoyltransferase
ribZ	SEQ_962_6	PIPEENFB_01273	CDS	1380			K14620	Riboflavin transporter RibZ
vatD	SEQ_962_6	PIPEENFB_00734	CDS	555	2.3.1.-		K18234	Streptogramin A acetyltransferase
vibB	Brevi_962_8.fa	AGDBFNGI_02626	CDS	879	3.3.2.1	COG1535	K01252	Vibriobactin-specific isochorismatase
yecS	Brachy_876_9.fa	AGBMBALL_01086	CDS	705		COG0765	K10009	L-cystine transport system permease protein YecS
yhcG	Brevi_962_8.fa	AGDBFNGI_03546	CDS	1047	3.1.-.-	COG4804	K18740	Putative nuclease YhcG
ymfD	Brevi_962_8.fa	AGDBFNGI_03533	CDS	1227			K0816	Bacillibactin exporter
ywrO	Brevi_908_7.fa	EBMLHIBA_03291	CDS	669	1.6.99.-	COG2249	K11748 	General stress protein 14
tcdA	SEQ_908_10	MOFHFCGN_01260	CDS	771	6.1.-.-	COG1179	K22132	tRNA threonylcarbamoyladenosine dehydratase
ddaF	SEQ_738_7	BGMKIKPO_02907	CDS	1119	6.3.2.47		K22114	Dapdiamide A synthase
comR	Brachy_962_10.fa	MCMEOHNO_03019	CDS	585			K22041	HTH-type transcriptional repressor ComR
pssM	Brevi_JB5.fa	ADMANBBD_00055	CDS	759	2.5.1.98		K21154	Exopolysaccharide glucosyl ketal-pyruvate-transferase
comR	Brachy_962_10.fa	MCMEOHNO_03019	CDS	585			K20342	HTH-type transcriptional repressor ComR
comR	Brachy_962_10.fa	MCMEOHNO_03019	CDS	585			K20342	HTH-type transcriptional repressor ComR
elmGT	Brevi_962_8.fa	AGDBFNGI_02621	CDS	1056	2.4.1.331		K19566	Elloramycin glycosyltransferase ElmGT
bacC	Brachy_962_10.fa	MCMEOHNO_00069	CDS	771	1.1.1.385		K19548	Dihydroanticapsin 7-dehydrogenase
epsN	Brachy_862_8.fa	FOMIDEFL_00091	CDS	1164	2.6.1.-	COG0399	K19430	Putative pyridoxal phosphate-dependent aminotransferase EpsN
uctC	Brevi_908_7.fa	EBMLHIBA_03586	CDS	1170	2.8.3.19		K18702	Acetyl-CoA:oxalate CoA-transferase
mdlY	Brevi_962_8.fa	AGDBFNGI_02155	CDS	1725	3.5.1.86		K18541	Mandelamide hydrolase
tuaC	SEQ_962_6	PIPEENFB_00735	CDS	1104	2.4.-.-	COG0438	K16697	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
grsB	NA	NA	NA	NA	NA	NA	K16097	NA
bacC	Brachy_962_10.fa	MCMEOHNO_00069	CDS	771	1.1.1.385		K16095	Dihydroanticapsin 7-dehydrogenase
pglC	Brachy_862_8.fa	FOMIDEFL_00090	CDS	1146	2.7.8.36	COG2148	K15915	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
pglF	Brevi_876_7.fa	IHGJPHMH_00559	CDS	1917	4.2.1.135	COG1086	K15912	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
pinR	Brevi_962_8.fa	AGDBFNGI_02585	CDS	594	3.1.22.-	COG1961	K14060	Serine recombinase PinR
ttuB	Brevi_962_8.fa	AGDBFNGI_03684	CDS	1314			K13021	Putative tartrate transporter
entA	Brevi_962_8.fa	AGDBFNGI_02623	CDS	798	1.3.1.28	COG1028	K11059	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
fic	Brevi_876_7.fa	IHGJPHMH_03323	CDS	1218	2.7.7.-	COG3177	K04095	Adenosine monophosphate-protein transferase SoFic
pspB	Brevi_962_8.fa	AGDBFNGI_01691	CDS	627	3.1.3.3	COG0406	K03970	Putative phosphoserine phosphatase 2
fldB	Brevi_962_8.fa	AGDBFNGI_00959	CDS	1239	4.2.1.-		K03840	(R)-phenyllactyl-CoA dehydratase alpha subunit
rep	Brevi_962_8.fa	AGDBFNGI_01527	CDS	2469	3.6.4.12		K03656	ATP-dependent DNA helicase Rep
puo	Brevi_908_7.fa	EBMLHIBA_02044	CDS	1353	1.4.3.10		K03343	Putrescine oxidase
entF	Brevi_962_8.fa	AGDBFNGI_00071	CDS	3951	2.7.7.-	COG1020	K02364	Enterobactin synthase component F
entF	Brevi_962_8.fa	AGDBFNGI_00071	CDS	3951	2.7.7.-	COG1020	K02364	Enterobactin synthase component F
nudF	Brevi_908_7.fa	EBMLHIBA_02379	CDS	648	3.6.1.13	COG0494	K01515	ADP-ribose pyrophosphatase
mch	Brevi_JB5.fa	ADMANBBD_02868	CDS	504	4.2.1.148	COG2030	K01499	Mesaconyl-CoA hydratase
luxA	SEQ_BC9	EPECHOLL_00436	CDS	1053	1.14.14.3		K00494	Alkanal monooxygenase alpha chain
luxA	SEQ_BC9	EPECHOLL_00436	CDS	1053	1.14.14.3		K00494	Alkanal monooxygenase alpha chain
entA	Brevi_962_8.fa	AGDBFNGI_02623	CDS	798	1.3.1.28	COG1028	K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
acnR	Brevi_JB5.fa	ADMANBBD_02575	CDS	846		COG1309	K21961	HTH-type transcriptional repressor AcnR
aroK	SEQ_BC9	EPECHOLL_01056	CDS	516	2.7.1.71	COG0703	K00891	Shikimate kinase
arsR	Brachy_JB7.fa	NGPGJBKC_03356	CDS	360		COG0640	K03892	Arsenical resistance operon repressor
barA	NA	NA	NA	NA	NA	NA	K07678	NA
benM	Brevi_876_7.fa	IHGJPHMH_00610	CDS	891			K21961	HTH-type transcriptional regulator BenM
blaSE	SEQ_BC9	EPECHOLL_00138	CDS	1326	3.4.21.19	COG3591	K01318	Glutamyl endopeptidase
bsdB	SEQ_BC9	EPECHOLL_01226	CDS	594	2.5.1.129	COG0163	K03186	putative UbiX-like flavin prenyltransferase
btsT	SEQ_BC9	EPECHOLL_02252	CDS	1200		COG1966	K03453	Pyruvate/proton symporter BtsT
btuF	Brevi_947_7.fa	IOFEINNK_02371	CDS	1017			K06858	Vitamin B12-binding protein
catM	Brevi_738_8.fa	MCCDGJGB_02506	CDS	891			K21961	HTH-type transcriptional regulator CatM
celD	SEQ_341_10	FAGDNHIP_01298	CDS	330			K01225	PTS system cellobiose-specific EIIA component
cgkA	SEQ_BC9	EPECHOLL_01482	CDS	519	3.2.1.83		K20846	Kappa-carrageenase
clfB	SEQ_BC9	EPECHOLL_02542	CDS	324			K14192	Clumping factor B
cmdD	SEQ_BC9	EPECHOLL_02810	CDS	1653			K01007	Chondramide synthase cmdD
cmoM	SEQ_BC9	EPECHOLL_01833	CDS	603	2.1.1.-	COG0500	K17654	tRNA 5-carboxymethoxyuridine methyltransferase
copA	Brevi_876_7.fa	IHGJPHMH_03126	CDS	2208	3.6.3.54	COG2217	K17686	Copper-exporting P-type ATPase
copY	SEQ_BC9	EPECHOLL_02151	CDS	432			K02171	Transcriptional repressor CopY
copZ	Brevi_862_7.fa	GGCDANDK_00727	CDS	213		COG2608	K07213	Copper chaperone CopZ
cueR	Brevi_962_8.fa	AGDBFNGI_00973	CDS	768		COG0789	K21961	HTH-type transcriptional regulator CueR
